,id,host_since,host_neighbourhood,host_total_listings_count,neighbourhood_cleansed,neighbourhood_group_cleansed,zipcode,latitude,longitude,property_type,room_type,bed_type,square_feet,price,security_deposit,cleaning_fee,availability_365,number_of_reviews,review_scores_value,cancellation_policy,calculated_host_listings_count,geolocation,profile_pic,identity_verified,location_exact,instant_bookable,license_required,guest_pic_required,superhost,guest_phone_verification
2047,16444826,2015-12-20,Usera,9.0,Almendrales,Usera,28026,40.38504755352738,-3.702741029352374,Serviced apartment,Entire home/apt,Real Bed,,42.0,,,195,0,,moderate,9.0,"40.38504755352738, -3.702741029352374",True,True,True,True,True,False,False,False
2048,13554456,2015-11-20,,2.0,Almendrales,Usera,28026,40.381989893449074,-3.698811111528332,Apartment,Private room,Real Bed,,20.0,,,283,32,8.0,strict,2.0,"40.381989893449074, -3.6988111115283315",True,True,False,True,True,False,False,False
2050,10135594,2015-07-28,,1.0,Pradolongo,Usera,28026,40.37912977966564,-3.7088514803284,Apartment,Private room,Real Bed,,18.0,,,348,1,10.0,moderate,1.0,"40.37912977966564, -3.7088514803283994",True,False,False,False,True,False,False,False
2052,7015422,2012-10-18,,6.0,San Diego,Puente de Vallecas,28053,40.39006815445205,-3.6690526466452975,House,Private room,Real Bed,,65.0,,,365,1,10.0,moderate,6.0,"40.39006815445205, -3.6690526466452984",True,True,False,False,True,False,False,False
2054,11338776,2011-09-04,Puente de Vallecas,3.0,Palomeras Bajas,Puente de Vallecas,28018,40.391225317394046,-3.654619826229284,Apartment,Private room,Real Bed,,21.0,,,0,1,8.0,strict,3.0,"40.391225317394046, -3.6546198262292835",True,True,True,False,True,False,False,False
2055,1834393,2011-04-16,Puente de Vallecas,4.0,Palomeras Bajas,Puente de Vallecas,28018,40.3819525803846,-3.6588755214803887,House,Private room,Real Bed,0.0,18.0,100.0,,358,14,8.0,strict,4.0,"40.3819525803846, -3.6588755214803887",True,False,True,True,True,False,False,False
2056,14089330,2016-07-19,Ciudad Lineal,1.0,Ventas,Ciudad Lineal,28017,40.423176592031496,-3.658729687785212,Other,Private room,Real Bed,,16.0,100.0,20.0,300,3,10.0,strict,1.0,"40.423176592031496, -3.6587296877852116",True,True,True,False,True,False,False,False
2057,8062212,2015-08-26,,2.0,Ventas,Ciudad Lineal,28027,40.43173267501066,-3.657045630943373,Apartment,Private room,Real Bed,,26.0,,,290,104,9.0,flexible,2.0,"40.431732675010664, -3.657045630943373",True,True,False,True,True,False,False,False
2058,3534696,2014-03-23,Recoletos,1.0,Recoletos,Salamanca,28006,40.42633755342093,-3.681206746751687,Apartment,Entire home/apt,Real Bed,,95.0,,25.0,265,86,9.0,moderate,1.0,"40.42633755342093, -3.6812067467516867",True,True,True,False,True,False,False,False
2059,17487122,2014-09-19,Rios Rosas,164.0,Recoletos,Salamanca,28001,40.42712513096227,-3.686376270020783,Apartment,Entire home/apt,Real Bed,,100.0,200.0,30.0,337,1,10.0,strict,145.0,"40.42712513096227, -3.6863762700207827",True,False,True,True,True,False,False,False
2060,17405576,2017-02-15,Recoletos,1.0,Recoletos,Salamanca,28001,40.42499427005417,-3.686658397875879,Apartment,Entire home/apt,Real Bed,,128.0,,,180,0,,flexible,1.0,"40.42499427005417, -3.686658397875879",True,False,True,False,True,False,False,False
2061,9292715,2012-09-14,La Latina,142.0,Recoletos,Salamanca,28001,40.42215872722678,-3.689103530439362,Apartment,Entire home/apt,Real Bed,,160.0,,77.0,158,1,10.0,strict,77.0,"40.42215872722678, -3.689103530439362",True,True,False,True,True,False,False,False
2062,3702677,2014-07-25,Recoletos,1.0,Recoletos,Salamanca,28001,40.42711697671035,-3.6853345524298975,Apartment,Entire home/apt,Real Bed,,110.0,,,362,1,10.0,flexible,1.0,"40.42711697671035, -3.6853345524298984",True,False,True,False,True,False,False,False
2063,16542543,2014-11-03,Recoletos,3.0,Recoletos,Salamanca,28001,40.42554376745969,-3.685601328232396,Apartment,Entire home/apt,Real Bed,,259.0,,,21,3,10.0,strict,3.0,"40.42554376745969, -3.6856013282323956",True,True,False,True,True,False,False,False
2064,82481,2011-03-18,Recoletos,2.0,Recoletos,Salamanca,28009,40.42315163191458,-3.682789296209794,Apartment,Entire home/apt,Real Bed,215.0,60.0,100.0,25.0,303,99,9.0,flexible,2.0,"40.42315163191458, -3.682789296209794",True,True,True,False,True,False,True,False
2065,17375880,2015-02-20,Sol,40.0,Recoletos,Salamanca,28001,40.42364406828021,-3.689943526548381,Loft,Entire home/apt,Real Bed,,70.0,300.0,70.0,336,1,10.0,strict,37.0,"40.423644068280204, -3.6899435265483804",True,True,True,True,True,False,False,False
2067,5999942,2015-02-20,Sol,40.0,Recoletos,Salamanca,28001,40.42678900899815,-3.682027943426733,Apartment,Entire home/apt,Real Bed,,210.0,700.0,140.0,286,9,9.0,strict,37.0,"40.42678900899815, -3.6820279434267325",True,True,True,False,True,False,False,False
2068,11101932,2014-04-24,Goya,1.0,Goya,Salamanca,28009,40.42481177466987,-3.678246908575229,Apartment,Entire home/apt,Real Bed,,110.0,,40.0,126,10,9.0,flexible,1.0,"40.42481177466987, -3.6782469085752294",True,True,True,False,True,False,False,False
2069,17938845,2016-10-18,,1.0,Goya,Salamanca,28009,40.42347921888324,-3.671877675390725,Apartment,Entire home/apt,Real Bed,,110.0,,,310,0,,moderate,1.0,"40.42347921888324, -3.671877675390725",True,False,False,True,True,False,False,False
2070,17526322,2015-11-07,Goya,1.0,Goya,Salamanca,28009,40.42364408595005,-3.676525834249718,House,Private room,Real Bed,,30.0,,10.0,96,0,,flexible,1.0,"40.42364408595005, -3.676525834249718",True,True,True,True,True,False,False,False
2071,13159454,2015-02-19,,1.0,Goya,Salamanca,28009,40.42630860636029,-3.6704762135171913,Apartment,Private room,Real Bed,,36.0,,10.0,328,17,10.0,flexible,1.0,"40.42630860636029, -3.6704762135171913",True,True,False,False,True,False,True,False
2072,7732757,2015-08-05,Goya,1.0,Goya,Salamanca,28009,40.42189671049868,-3.676548417797864,Apartment,Entire home/apt,Real Bed,,150.0,700.0,50.0,306,49,10.0,strict,1.0,"40.42189671049868, -3.6765484177978642",True,False,True,True,True,False,True,False
2074,406341,2012-03-28,Goya,2.0,Goya,Salamanca,28001,40.42822681518147,-3.677758727428324,Apartment,Private room,Real Bed,,23.0,,,239,55,10.0,flexible,2.0,"40.42822681518147, -3.677758727428324",True,True,True,False,True,False,True,False
2075,3025668,2013-02-04,Ibiza,10.0,Goya,Salamanca,28001,40.42630325568063,-3.679089984418457,Apartment,Entire home/apt,Real Bed,,85.0,200.0,,311,9,9.0,strict,10.0,"40.42630325568063, -3.679089984418457",True,False,True,False,True,False,False,False
2076,13864176,2016-07-03,Goya,2.0,Goya,Salamanca,28009,40.42694670903469,-3.670617162285012,Bed & Breakfast,Private room,Real Bed,,35.0,,10.0,357,3,10.0,flexible,2.0,"40.42694670903469, -3.6706171622850117",True,True,True,False,True,False,False,False
2077,6292606,2015-05-05,Goya,4.0,Goya,Salamanca,28001,40.42371204450455,-3.678435616827165,Apartment,Entire home/apt,Real Bed,,80.0,100.0,,226,11,7.0,flexible,1.0,"40.42371204450455, -3.6784356168271652",True,False,True,True,True,False,False,False
2078,6164389,2012-06-05,,1.0,Fuente del Berro,Salamanca,28028,40.42759815955843,-3.6654994075801577,Apartment,Private room,Real Bed,,20.0,,,0,2,3.0,strict,1.0,"40.42759815955843, -3.6654994075801577",True,False,False,False,True,False,False,False
2079,5236057,2013-07-13,,2.0,Fuente del Berro,Salamanca,28028,40.425440909509234,-3.665220199274187,Apartment,Entire home/apt,Real Bed,,125.0,,15.0,353,33,9.0,moderate,2.0,"40.425440909509234, -3.665220199274187",True,True,False,False,True,False,True,False
2080,15593854,2014-04-15,Fuente del Berro,2.0,Fuente del Berro,Salamanca,28028,40.42339706963349,-3.667619410471632,Apartment,Private room,Real Bed,,40.0,,15.0,174,1,8.0,strict,2.0,"40.42339706963349, -3.667619410471632",True,True,True,False,True,False,False,False
2081,14051487,2016-07-17,Fuente del Berro,1.0,Fuente del Berro,Salamanca,28028,40.42534592433461,-3.668016260863357,Condominium,Entire home/apt,Real Bed,,140.0,150.0,30.0,264,8,10.0,strict,1.0,"40.425345924334614, -3.668016260863357",True,False,True,False,True,False,False,False
2082,1014344,2012-02-08,Acacias,32.0,Fuente del Berro,Salamanca,28028,40.42643977793438,-3.66319114164445,Apartment,Private room,Real Bed,,25.0,100.0,25.0,365,0,,strict,25.0,"40.42643977793438, -3.66319114164445",True,False,False,False,True,False,False,False
2083,13455364,2016-02-25,Fuente del Berro,2.0,Fuente del Berro,Salamanca,28028,40.42925698997394,-3.6618567515689313,Condominium,Private room,Pull-out Sofa,,25.0,200.0,12.0,44,6,10.0,strict,2.0,"40.42925698997394, -3.6618567515689313",True,True,True,False,True,False,False,False
2084,377151,2012-03-10,Fuente del Berro,2.0,Fuente del Berro,Salamanca,28028,40.42257845273355,-3.6627460509909415,House,Private room,Real Bed,2691.0,25.0,,,333,21,10.0,moderate,1.0,"40.42257845273355, -3.6627460509909415",True,False,True,False,True,False,False,False
2085,10748337,2016-01-21,Fuente del Berro,1.0,Fuente del Berro,Salamanca,28028,40.42293628020424,-3.663296115161809,Apartment,Entire home/apt,Real Bed,,30.0,,,0,0,,flexible,1.0,"40.42293628020424, -3.663296115161809",True,False,True,False,True,False,False,False
2108,17838777,2017-03-20,,1.0,Palacio,Centro,28008,40.41926190379324,-3.716019630579926,Apartment,Entire home/apt,Real Bed,,40.0,95.0,30.0,0,0,,strict,1.0,"40.419261903793235, -3.716019630579926",True,False,False,False,True,False,False,False
2109,3295836,2012-09-10,Cortes,8.0,Palacio,Centro,28005,40.41029305035262,-3.7162352368042058,Apartment,Entire home/apt,Real Bed,,60.0,100.0,30.0,258,27,8.0,strict,8.0,"40.41029305035262, -3.7162352368042058",True,True,True,True,True,False,False,False
2110,14267340,2013-08-18,Palacio,17.0,Palacio,Centro,28013,40.42216766213164,-3.7091125555007394,Apartment,Entire home/apt,Real Bed,,79.0,94.0,30.0,65,1,8.0,moderate,10.0,"40.42216766213164, -3.7091125555007394",True,True,False,False,True,False,False,False
2111,6219524,2014-09-19,Rios Rosas,164.0,Palacio,Centro,28005,40.412684773008245,-3.712816253129112,Apartment,Entire home/apt,Real Bed,,130.0,200.0,50.0,259,2,10.0,strict,145.0,"40.412684773008245, -3.712816253129112",True,False,True,True,True,False,False,False
2112,16525141,2016-05-15,,1.0,Palacio,Centro,28005,40.410485430874445,-3.713766209584462,Apartment,Private room,Real Bed,,19.0,100.0,5.0,4,10,9.0,flexible,1.0,"40.410485430874445, -3.713766209584462",True,True,False,False,True,False,False,False
2113,2495151,2010-10-26,,2.0,Palacio,Centro,28005,40.41304693053704,-3.713628985921041,Apartment,Entire home/apt,Real Bed,,135.0,150.0,20.0,167,46,9.0,moderate,2.0,"40.41304693053704, -3.713628985921041",True,True,False,False,True,False,False,False
2114,17035580,2015-02-20,La Latina,1.0,Palacio,Centro,28005,40.41063119566539,-3.713974362711121,Apartment,Entire home/apt,Real Bed,,65.0,120.0,15.0,120,5,10.0,strict,1.0,"40.41063119566539, -3.713974362711121",True,True,True,False,True,False,False,False
2115,12448860,2015-12-18,,12.0,Palacio,Centro,28013,40.41913988646112,-3.712313766015361,Apartment,Entire home/apt,Real Bed,,110.0,200.0,,202,2,9.0,strict,12.0,"40.41913988646112, -3.712313766015361",True,True,False,True,True,False,False,False
2116,8517444,2014-05-08,Justicia,114.0,Palacio,Centro,28012,40.41210721841345,-3.708179584180965,Apartment,Private room,Real Bed,,18.0,,15.0,68,1,2.0,strict,97.0,"40.41210721841345, -3.7081795841809653",True,False,True,False,True,False,False,False
2117,15660940,2016-06-03,,1.0,Palacio,Centro,28005,40.412359379378536,-3.7142074613135496,Apartment,Entire home/apt,Real Bed,,90.0,150.0,25.0,207,11,10.0,moderate,1.0,"40.412359379378536, -3.7142074613135496",True,True,False,True,True,False,False,False
2118,3729439,2014-07-26,La Latina,1.0,Palacio,Centro,28005,40.41316729810429,-3.708769453479712,Apartment,Entire home/apt,Real Bed,,59.0,,,4,51,9.0,flexible,1.0,"40.41316729810429, -3.708769453479712",True,False,True,False,True,False,False,False
2119,16474980,2016-12-13,Justicia,4.0,Palacio,Centro,28013,40.415372032216105,-3.709730059105588,Apartment,Entire home/apt,Real Bed,,59.0,200.0,35.0,117,20,10.0,moderate,4.0,"40.415372032216105, -3.709730059105588",True,False,False,True,True,False,False,False
2120,17194879,2017-01-30,La Latina,1.0,Palacio,Centro,28005,40.41140437566001,-3.711144479897196,Apartment,Entire home/apt,Real Bed,,45.0,,30.0,135,9,10.0,moderate,1.0,"40.41140437566001, -3.7111444798971958",True,False,True,True,True,False,False,False
2121,9461781,2014-01-29,,2.0,Palacio,Centro,28005,40.41042673203406,-3.7115089783008113,Apartment,Entire home/apt,Real Bed,,60.0,,30.0,265,69,10.0,flexible,2.0,"40.41042673203406, -3.7115089783008113",True,True,False,True,True,False,True,False
2122,3819043,2013-07-03,Palacio,1.0,Palacio,Centro,28005,40.41015802072136,-3.716829197381149,Apartment,Entire home/apt,Real Bed,,54.0,110.0,30.0,221,66,10.0,moderate,1.0,"40.410158020721354, -3.7168291973811485",True,True,True,False,True,False,False,False
2123,2573192,2014-03-16,Palacio,1.0,Palacio,Centro,28005,40.41500932573802,-3.716196349739013,Apartment,Entire home/apt,Real Bed,,120.0,300.0,30.0,361,2,9.0,flexible,1.0,"40.41500932573802, -3.716196349739013",True,True,True,False,True,False,False,False
2124,6832931,2015-06-14,La Latina,1.0,Palacio,Centro,28005,40.4107932767247,-3.7096063407900335,Apartment,Entire home/apt,Real Bed,,55.0,,,0,0,,strict,1.0,"40.4107932767247, -3.7096063407900335",True,False,True,False,True,False,False,False
2125,14163067,2016-07-24,,1.0,Palacio,Centro,28005,40.41067917898847,-3.710591313539458,Other,Entire home/apt,Real Bed,,155.0,250.0,45.0,291,21,9.0,moderate,1.0,"40.41067917898847, -3.710591313539458",True,False,False,False,True,False,True,False
2126,17509755,2014-04-19,Embajadores,12.0,Palacio,Centro,28005,40.41355731617129,-3.710572503072287,Apartment,Entire home/apt,Real Bed,,75.0,,25.0,66,2,10.0,strict,9.0,"40.41355731617129, -3.710572503072287",True,True,True,True,True,False,False,False
2127,6420159,2015-05-16,Palacio,2.0,Palacio,Centro,28013,40.41667714412228,-3.7102841398122255,Apartment,Private room,Real Bed,,31.0,,15.0,234,88,9.0,strict,2.0,"40.416677144122275, -3.7102841398122255",True,True,True,False,True,False,False,False
2128,196336,2011-08-11,La Latina,1.0,Palacio,Centro,28005,40.41172251999872,-3.709896750269565,Apartment,Entire home/apt,Real Bed,592.0,70.0,,,137,160,10.0,moderate,1.0,"40.41172251999872, -3.7098967502695652",True,True,False,False,True,True,True,True
2129,8527766,2014-05-08,Justicia,114.0,Palacio,Centro,28012,40.411639423742045,-3.7087441590487153,Apartment,Private room,Real Bed,,25.0,,15.0,92,0,,strict,97.0,"40.411639423742045, -3.7087441590487153",True,False,True,False,True,False,False,False
2130,15345037,2015-11-01,Palacio,8.0,Palacio,Centro,28005,40.40751543977083,-3.711511340138322,Bed & Breakfast,Private room,Real Bed,,33.0,180.0,17.0,98,18,9.0,strict,8.0,"40.40751543977083, -3.711511340138322",True,True,False,True,True,False,False,False
2131,17659726,2017-02-10,Palacio,3.0,Palacio,Centro,28013,40.41867235062213,-3.712576726478084,Apartment,Private room,Real Bed,,89.0,,,7,0,,flexible,3.0,"40.418672350622124, -3.7125767264780842",True,False,True,True,True,False,False,False
2132,17820267,2016-06-07,La Latina,1.0,Palacio,Centro,28005,40.41051328095417,-3.7094908932994928,Apartment,Private room,Real Bed,,20.0,,,18,0,,flexible,1.0,"40.41051328095417, -3.7094908932994928",True,False,True,False,True,False,False,False
2133,17949796,2015-01-05,Malasaña,5.0,Palacio,Centro,28005,40.40914946939692,-3.7110682001864257,Apartment,Entire home/apt,Real Bed,,90.0,150.0,30.0,73,0,,flexible,4.0,"40.409149469396915, -3.7110682001864257",True,True,True,True,True,False,True,False
2134,99580,2011-03-18,Pacifico,8.0,Palacio,Centro,28013,40.41997103468871,-3.708149920672071,Apartment,Entire home/apt,Real Bed,55.0,75.0,150.0,,316,4,7.0,strict,7.0,"40.41997103468871, -3.708149920672071",True,False,True,True,True,False,False,False
2135,9768832,2014-10-30,Palacio,1.0,Palacio,Centro,28005,40.41240807309489,-3.714422283527753,Loft,Entire home/apt,Real Bed,,115.0,,20.0,352,6,10.0,moderate,1.0,"40.41240807309489, -3.714422283527753",True,True,True,True,True,False,False,False
2136,6969401,2015-06-23,La Latina,3.0,Palacio,Centro,28005,40.413625019282925,-3.709738444543117,Apartment,Entire home/apt,Real Bed,,80.0,,50.0,96,23,9.0,moderate,3.0,"40.413625019282925, -3.709738444543117",True,False,True,True,True,False,False,False
2137,17144623,2015-01-28,Palacio,1.0,Palacio,Centro,28005,40.413609188372206,-3.7150718041887143,Apartment,Private room,Real Bed,,30.0,,,71,0,,flexible,1.0,"40.413609188372206, -3.7150718041887147",True,False,True,False,True,False,False,False
2138,756098,2012-01-25,La Latina,40.0,Palacio,Centro,28013,40.4149845354777,-3.713110576395113,Apartment,Entire home/apt,Real Bed,915.0,130.0,200.0,50.0,104,4,9.0,strict,40.0,"40.4149845354777, -3.713110576395113",True,True,True,True,True,False,False,False
2139,15441275,2013-07-24,La Latina,1.0,Palacio,Centro,28005,40.41052968642319,-3.709639682766576,Apartment,Entire home/apt,Real Bed,,115.0,100.0,50.0,283,22,10.0,flexible,1.0,"40.41052968642319, -3.7096396827665754",True,True,True,True,True,False,False,False
2140,16719324,2016-06-12,,2.0,Palacio,Centro,28005,40.4129239165486,-3.7082198667489714,Apartment,Entire home/apt,Real Bed,,174.0,200.0,30.0,136,7,10.0,flexible,2.0,"40.4129239165486, -3.7082198667489714",True,True,False,True,True,False,False,False
2141,17637001,2013-01-05,Justicia,18.0,Palacio,Centro,28005,40.409096558652536,-3.714458819450541,Apartment,Entire home/apt,Real Bed,,75.0,,,218,0,,moderate,18.0,"40.409096558652536, -3.714458819450541",True,True,True,True,True,False,False,False
2142,4456369,2014-09-02,,10.0,Palacio,Centro,28005,40.41130836729609,-3.715993581856758,Apartment,Private room,Real Bed,,28.0,,,355,29,9.0,moderate,10.0,"40.41130836729609, -3.715993581856758",True,True,False,False,True,False,False,False
2143,4413759,2013-09-06,Palacio,1.0,Palacio,Centro,28013,40.41685335483925,-3.709504962760272,Apartment,Entire home/apt,Real Bed,,115.0,300.0,15.0,363,7,8.0,moderate,1.0,"40.41685335483925, -3.7095049627602723",True,True,True,False,True,False,False,False
2144,548073,2012-06-20,Sol,6.0,Palacio,Centro,28013,40.41908275095947,-3.70813727617272,Bed & Breakfast,Private room,Real Bed,0.0,50.0,85.0,,336,53,9.0,strict,4.0,"40.41908275095947, -3.70813727617272",True,True,True,False,True,True,False,True
2145,18108581,2017-04-07,Palacio,1.0,Palacio,Centro,28005,40.41355222713102,-3.711461327274169,Apartment,Entire home/apt,Real Bed,,60.0,150.0,30.0,17,0,,moderate,1.0,"40.41355222713102, -3.7114613272741686",True,False,True,True,True,False,False,False
2146,5285533,2015-02-07,Palacio,3.0,Palacio,Centro,28013,40.42014801841084,-3.7108359184466,Apartment,Entire home/apt,Real Bed,,75.0,,15.0,336,36,10.0,moderate,2.0,"40.420148018410835, -3.7108359184466004",True,False,True,False,True,False,False,False
2147,11359451,2015-05-11,Centro,9.0,Palacio,Centro,28013,40.42260038355819,-3.710718291829068,Apartment,Private room,Real Bed,,50.0,,20.0,358,0,,flexible,8.0,"40.42260038355819, -3.7107182918290675",True,True,False,False,True,False,False,False
